installment,grade,home_ownership,loan_status
386.7,B,RENT,Fully Paid
402.65,D,RENT,Charged Off
444.55,A,RENT,Fully Paid
380.38,B,RENT,Fully Paid
362.19,C,MORTGAGE,Fully Paid
481.18,B,OWN,Fully Paid
515.6,B,RENT,Fully Paid
173.21,B,RENT,Fully Paid
407.17,C,MORTGAGE,Fully Paid
373.33,A,RENT,Charged Off
517.41,A,MORTGAGE,Fully Paid
778.72,E,RENT,Fully Paid
485.12,E,RENT,Charged Off
221.67,A,MORTGAGE,Charged Off
357.42,D,RENT,Fully Paid
275.96,C,RENT,Fully Paid
413.45,B,RENT,Fully Paid
343.09,C,RENT,Fully Paid
188.07,C,RENT,Fully Paid
456.03,B,RENT,Fully Paid
228.27,A,RENT,Fully Paid
618.72,B,MORTGAGE,Fully Paid
297.69,B,MORTGAGE,Fully Paid
399.97,D,MORTGAGE,Fully Paid
635.07,A,RENT,Fully Paid
305.38,C,MORTGAGE,Fully Paid
298.67,A,RENT,Charged Off
271.14,B,MORTGAGE,Charged Off
272.37,B,MORTGAGE,Fully Paid
33.94,C,RENT,Fully Paid
521.97,C,RENT,Charged Off
426.47,D,RENT,Fully Paid
280.91,C,RENT,Fully Paid
444.55,A,MORTGAGE,Fully Paid
379.04,C,RENT,Fully Paid
325.74,B,RENT,Fully Paid
241.53,B,RENT,Fully Paid
532.49,C,MORTGAGE,Charged Off
331.23,D,RENT,Fully Paid
391.51,C,MORTGAGE,Fully Paid
354.48,B,RENT,Fully Paid
304.84,A,RENT,Fully Paid
355.39,D,RENT,Fully Paid
170.08,C,OWN,Fully Paid
354.48,B,MORTGAGE,Fully Paid
321.48,D,MORTGAGE,Fully Paid
155.56,A,OWN,Fully Paid
198.46,B,RENT,Charged Off
101.8,C,RENT,Fully Paid
202.78,D,RENT,Charged Off
568.06,B,OWN,Fully Paid
162.87,B,MORTGAGE,Fully Paid
203.23,A,OWN,Fully Paid
458.91,D,RENT,Fully Paid
397.77,B,RENT,Fully Paid
382.92,C,MORTGAGE,Fully Paid
329.98,D,RENT,Fully Paid
355.39,D,RENT,Fully Paid
364.46,C,RENT,Charged Off
171.55,C,RENT,Fully Paid
225.29,A,RENT,Fully Paid
469.36,A,RENT,Fully Paid
258.46,E,MORTGAGE,Charged Off
136.06,F,RENT,Fully Paid
317.53,B,MORTGAGE,Fully Paid
423.11,E,RENT,Fully Paid
593.77,E,MORTGAGE,Charged Off
495.74,C,MORTGAGE,Fully Paid
206.99,D,RENT,Charged Off
195.44,B,RENT,Fully Paid
533.23,E,MORTGAGE,Fully Paid
206.97,C,MORTGAGE,Fully Paid
239.85,B,RENT,Fully Paid
340.24,E,RENT,Charged Off
982.52,A,RENT,Fully Paid
278.39,C,OWN,Charged Off
356.58,C,RENT,Fully Paid
222.28,A,RENT,Fully Paid
368.45,A,MORTGAGE,Fully Paid
358.74,C,RENT,Fully Paid
402.54,B,RENT,Fully Paid
111.6,B,MORTGAGE,Fully Paid
564.81,D,MORTGAGE,Fully Paid
146.58,B,RENT,Fully Paid
167.08,B,RENT,Fully Paid
127.09,D,RENT,Fully Paid
494.57,E,RENT,Fully Paid
712.54,C,MORTGAGE,Fully Paid
240.17,C,RENT,Fully Paid
353.5,A,MORTGAGE,Fully Paid
392.02,B,MORTGAGE,Fully Paid
144.97,A,MORTGAGE,Fully Paid
469.36,A,RENT,Fully Paid
76.35,C,RENT,Fully Paid
569.74,B,MORTGAGE,Fully Paid
586.39,D,RENT,Fully Paid
925.54,E,MORTGAGE,Fully Paid
108.6,B,RENT,Fully Paid
219.04,A,MORTGAGE,Fully Paid
793.83,B,MORTGAGE,Fully Paid
469.11,D,RENT,Fully Paid
722.39,A,OWN,Fully Paid
381.04,A,RENT,Fully Paid
977.2,B,MORTGAGE,Fully Paid
40.26,B,RENT,Charged Off
152.42,A,RENT,Fully Paid
485.85,F,RENT,Fully Paid
228.63,A,RENT,Fully Paid
483.38,B,OWN,Fully Paid
365.38,C,RENT,Fully Paid
374.97,D,OWN,Fully Paid
156.46,A,MORTGAGE,Charged Off
294.47,C,RENT,Fully Paid
127.02,A,MORTGAGE,Fully Paid
209.98,B,MORTGAGE,Fully Paid
893.06,B,MORTGAGE,Fully Paid
501.23,B,MORTGAGE,Fully Paid
944.71,F,RENT,Charged Off
82.35,C,OWN,Fully Paid
197.16,B,RENT,Fully Paid
165.38,B,RENT,Fully Paid
575.79,E,RENT,Fully Paid
476.24,D,RENT,Charged Off
294.95,C,RENT,Fully Paid
661.52,B,MORTGAGE,Fully Paid
563.23,A,MORTGAGE,Fully Paid
682.34,D,RENT,Fully Paid
231.54,B,MORTGAGE,Fully Paid
607.43,C,OWN,Fully Paid
304.36,A,MORTGAGE,Fully Paid
78.3,C,MORTGAGE,Fully Paid
741.18,B,RENT,Fully Paid
241.57,D,RENT,Fully Paid
325.74,B,MORTGAGE,Fully Paid
353.58,B,MORTGAGE,Fully Paid
177.82,A,RENT,Fully Paid
314.07,E,RENT,Fully Paid
146.1,A,OWN,Fully Paid
370.63,C,MORTGAGE,Fully Paid
330.76,B,RENT,Charged Off
70.9,B,RENT,Charged Off
805.08,B,RENT,Charged Off
500.65,A,MORTGAGE,Fully Paid
322.25,B,RENT,Fully Paid
364.54,C,RENT,Charged Off
331.15,C,RENT,Fully Paid
270.86,F,MORTGAGE,Charged Off
381.04,A,RENT,Fully Paid
167.08,B,RENT,Fully Paid
822.95,F,RENT,Fully Paid
423.61,D,RENT,Fully Paid
644.18,D,RENT,Fully Paid
322.25,B,RENT,Fully Paid
322.25,B,RENT,Fully Paid
808.89,A,MORTGAGE,Fully Paid
563.14,B,RENT,Fully Paid
289.32,F,MORTGAGE,Charged Off
325.74,B,RENT,Fully Paid
635.99,E,RENT,Fully Paid
307.04,A,MORTGAGE,Fully Paid
276.06,C,RENT,Charged Off
121.38,A,OWN,Fully Paid
486.98,D,RENT,Fully Paid
661.52,B,MORTGAGE,Fully Paid
750.97,A,RENT,Fully Paid
429.97,D,MORTGAGE,Charged Off
476.3,A,MORTGAGE,Fully Paid
351.44,B,RENT,Charged Off
289.76,C,RENT,Fully Paid
660.99,C,RENT,Fully Paid
562.2,C,MORTGAGE,Fully Paid
272.02,D,MORTGAGE,Fully Paid
514.64,C,MORTGAGE,Fully Paid
290.44,C,MORTGAGE,Fully Paid
443.64,B,MORTGAGE,Fully Paid
399.54,C,RENT,Fully Paid
409.97,D,RENT,Charged Off
336.66,B,MORTGAGE,Fully Paid
343.09,C,RENT,Fully Paid
467.82,B,MORTGAGE,Fully Paid
418.93,B,RENT,Charged Off
496.14,B,RENT,Fully Paid
123.65,D,MORTGAGE,Charged Off
290.89,A,MORTGAGE,Fully Paid
487.24,E,MORTGAGE,Charged Off
609,B,RENT,Fully Paid
430.78,C,MORTGAGE,Fully Paid
110.54,A,MORTGAGE,Fully Paid
625.49,B,MORTGAGE,Fully Paid
176.51,D,OWN,Fully Paid
225.93,D,RENT,Fully Paid
296.75,D,RENT,Charged Off
1111.37,A,MORTGAGE,Fully Paid
580.05,B,MORTGAGE,Fully Paid
224.64,F,MORTGAGE,Fully Paid
496.15,A,MORTGAGE,Fully Paid
814.34,C,RENT,Fully Paid
171.55,C,MORTGAGE,Charged Off
248.33,F,MORTGAGE,Fully Paid
148.38,D,RENT,Fully Paid
232.02,B,RENT,Fully Paid
171.55,C,RENT,Charged Off
214.99,B,RENT,Fully Paid
214.93,A,MORTGAGE,Fully Paid
695.96,C,RENT,Fully Paid
267.33,B,RENT,Charged Off
386.7,B,RENT,Fully Paid
661.52,B,RENT,Fully Paid
317.54,A,RENT,Fully Paid
229.91,B,RENT,Charged Off
330.76,B,MORTGAGE,Fully Paid
635.41,D,RENT,Fully Paid
133.67,B,RENT,Fully Paid
501.23,B,RENT,Fully Paid
257.43,E,OWN,Charged Off
419.02,C,RENT,Fully Paid
526.72,E,MORTGAGE,Fully Paid
500.01,F,RENT,Fully Paid
852.93,D,OWN,Fully Paid
340.16,C,RENT,Fully Paid
175.09,B,MORTGAGE,Fully Paid
263.56,A,RENT,Fully Paid
222.28,A,OWN,Fully Paid
84.39,C,OWN,Fully Paid
223.97,B,RENT,Fully Paid
398.79,B,OWN,Fully Paid
933.14,E,MORTGAGE,Fully Paid
349.98,D,RENT,Fully Paid
480.33,C,RENT,Fully Paid
188.7,C,RENT,Fully Paid
165.58,C,RENT,Fully Paid
301.91,B,RENT,Fully Paid
536.72,B,OWN,Fully Paid
156.46,A,MORTGAGE,Fully Paid
495.19,B,MORTGAGE,Fully Paid
578.87,A,MORTGAGE,Fully Paid
186.17,C,MORTGAGE,Charged Off
564.87,B,RENT,Fully Paid
325.74,B,RENT,Fully Paid
373.33,A,RENT,Fully Paid
580.05,B,MORTGAGE,Fully Paid
107.83,D,MORTGAGE,Fully Paid
187.75,A,RENT,Charged Off
494.59,D,RENT,Fully Paid
586.63,E,MORTGAGE,Fully Paid
322.25,B,RENT,Fully Paid
204.61,B,RENT,Fully Paid
183.84,A,OWN,Fully Paid
339.31,C,RENT,Fully Paid
926.13,B,MORTGAGE,Fully Paid
370.46,B,RENT,Fully Paid
343.09,C,RENT,Fully Paid
468.17,C,RENT,Fully Paid
324.22,C,RENT,Fully Paid
469.86,D,OWN,Charged Off
484.61,E,MORTGAGE,Fully Paid
513.38,D,RENT,Fully Paid
726.25,B,MORTGAGE,Fully Paid
434.11,F,MORTGAGE,Charged Off
612.46,D,RENT,Fully Paid
293.16,B,RENT,Fully Paid
331.48,B,MORTGAGE,Fully Paid
514.86,E,RENT,Fully Paid
185.83,E,RENT,Fully Paid
195.44,B,RENT,Fully Paid
175.23,A,RENT,Fully Paid
228.02,B,RENT,Fully Paid
475.2,C,RENT,Charged Off
195.44,B,RENT,Fully Paid
702.26,C,RENT,Fully Paid
375.49,A,RENT,Fully Paid
444.63,B,RENT,Fully Paid
418.01,B,MORTGAGE,Fully Paid
159.61,E,MORTGAGE,Fully Paid
590.17,C,MORTGAGE,Fully Paid
407.17,C,RENT,Fully Paid
71.56,A,MORTGAGE,Charged Off
289.09,B,RENT,Fully Paid
511.57,F,RENT,Charged Off
265.18,B,RENT,Fully Paid
281.62,A,RENT,Fully Paid
241.33,A,OWN,Fully Paid
308.27,B,RENT,Fully Paid
306.36,D,RENT,Fully Paid
607.31,F,RENT,Fully Paid
510.6,D,RENT,Fully Paid
203.59,C,MORTGAGE,Fully Paid
232.02,B,OWN,Fully Paid
260.59,B,RENT,Fully Paid
637.9,E,MORTGAGE,Charged Off
424.92,C,MORTGAGE,Fully Paid
591.11,A,MORTGAGE,Fully Paid
501.09,C,RENT,Fully Paid
281.78,B,RENT,Fully Paid
251.59,B,RENT,Fully Paid
809.75,F,MORTGAGE,Fully Paid
300.68,C,RENT,Fully Paid
311.11,A,MORTGAGE,Fully Paid
549.96,D,RENT,Fully Paid
402.54,B,RENT,Fully Paid
167.73,B,MORTGAGE,Fully Paid
741.31,D,RENT,Fully Paid
762.08,A,MORTGAGE,Fully Paid
203.59,C,RENT,Fully Paid
146.1,A,RENT,Fully Paid
188.1,F,RENT,Charged Off
201.8,C,RENT,Fully Paid
437.63,E,MORTGAGE,Fully Paid
464.07,B,RENT,Fully Paid
404.35,D,RENT,Charged Off
150.83,A,OWN,Fully Paid
323.9,F,MORTGAGE,Fully Paid
164.11,A,OWN,Fully Paid
307.78,B,RENT,Fully Paid
341.17,D,RENT,Fully Paid
807.01,C,RENT,Charged Off
771.96,C,RENT,Fully Paid
331.84,F,RENT,Fully Paid
365.23,A,OWN,Fully Paid
251.23,D,MORTGAGE,Charged Off
555.33,E,RENT,Fully Paid
536.81,D,OWN,Fully Paid
650.77,B,RENT,Fully Paid
347.98,C,RENT,Charged Off
347.98,C,OWN,Fully Paid
156.36,B,RENT,Fully Paid
516,B,MORTGAGE,Charged Off
601.99,B,RENT,Charged Off
214.69,B,RENT,Fully Paid
321.48,D,MORTGAGE,Fully Paid
87,C,RENT,Fully Paid
203.02,B,RENT,Fully Paid
145.54,B,RENT,Fully Paid
201.27,B,MORTGAGE,Fully Paid
340.77,F,MORTGAGE,Fully Paid
234.62,E,RENT,Fully Paid
391.08,C,RENT,Charged Off
563.23,A,MORTGAGE,Fully Paid
523.45,E,MORTGAGE,Fully Paid
335.45,B,MORTGAGE,Fully Paid
353.58,B,MORTGAGE,Fully Paid
1222.03,D,RENT,Fully Paid
368.08,C,RENT,Fully Paid
386.26,C,RENT,Charged Off
483.1,C,MORTGAGE,Fully Paid
314.07,E,RENT,Charged Off
165.38,B,OWN,Fully Paid
524.96,D,OWN,Charged Off
351.44,B,RENT,Fully Paid
575.56,A,RENT,Charged Off
120.3,B,MORTGAGE,Fully Paid
298.67,C,RENT,Charged Off
381.04,A,MORTGAGE,Fully Paid
386.99,B,RENT,Fully Paid
514.64,C,RENT,Fully Paid
418.93,B,MORTGAGE,Fully Paid
318.68,B,MORTGAGE,Charged Off
494.59,D,RENT,Fully Paid
42.14,C,MORTGAGE,Fully Paid
678.61,C,MORTGAGE,Fully Paid
190.52,A,RENT,Fully Paid
465.24,D,RENT,Fully Paid
442.14,A,RENT,Fully Paid
156.46,A,MORTGAGE,Fully Paid
306.36,D,RENT,Charged Off
826.9,B,RENT,Fully Paid
561.98,E,OWN,Fully Paid
482.22,D,MORTGAGE,Fully Paid
155.56,A,RENT,Charged Off
179.37,C,RENT,Fully Paid
203.59,C,MORTGAGE,Fully Paid
145.9,E,RENT,Charged Off
503.18,B,RENT,Charged Off
264.61,B,RENT,Fully Paid
590.49,D,MORTGAGE,Charged Off
267.25,B,RENT,Fully Paid
296.77,C,MORTGAGE,Charged Off
139.2,C,OWN,Charged Off
386.7,B,RENT,Fully Paid
310.45,A,MORTGAGE,Fully Paid
396.92,B,RENT,Fully Paid
99.23,B,RENT,Charged Off
114.01,B,MORTGAGE,Charged Off
337.75,A,RENT,Fully Paid
568.06,B,OWN,Fully Paid
527.06,C,OWN,Fully Paid
373.33,A,RENT,Fully Paid
835.63,G,RENT,Fully Paid
172.48,C,MORTGAGE,Fully Paid
808.86,A,MORTGAGE,Fully Paid
576.26,C,OWN,Fully Paid
402.54,B,MORTGAGE,Fully Paid
337.32,C,MORTGAGE,Fully Paid
248.89,A,RENT,Fully Paid
377.45,B,RENT,Charged Off
277,E,RENT,Fully Paid
573.18,E,MORTGAGE,Charged Off
125.17,A,RENT,Fully Paid
51.47,C,RENT,Fully Paid
289.94,A,RENT,Fully Paid
267.33,B,RENT,Fully Paid
260.59,B,RENT,Fully Paid
374.98,C,RENT,Fully Paid
127.02,A,MORTGAGE,Fully Paid
450.81,B,RENT,Fully Paid
330.76,B,RENT,Fully Paid
334.16,B,RENT,Fully Paid
190.52,A,RENT,Fully Paid
944.71,F,MORTGAGE,Fully Paid
563.23,A,MORTGAGE,Fully Paid
109.16,B,RENT,Fully Paid
521.97,C,RENT,Charged Off
193.35,B,MORTGAGE,Fully Paid
916.03,E,MORTGAGE,Charged Off
312.74,D,RENT,Fully Paid
242.28,C,MORTGAGE,Charged Off
142.51,C,RENT,Fully Paid
420.4,D,RENT,Charged Off
378.24,F,OWN,Fully Paid
689.89,C,MORTGAGE,Fully Paid
329.07,C,RENT,Fully Paid
334.16,B,MORTGAGE,Fully Paid
386.7,B,MORTGAGE,Fully Paid
260.59,B,OWN,Fully Paid
224.51,A,RENT,Charged Off
503.18,B,RENT,Fully Paid
508.39,B,MORTGAGE,Fully Paid
819.3,C,MORTGAGE,Fully Paid
402.54,B,RENT,Fully Paid
901.01,E,MORTGAGE,Fully Paid
519.95,G,OWN,Fully Paid
514.86,E,MORTGAGE,Fully Paid
456.54,A,OWN,Fully Paid
413.45,B,RENT,Fully Paid
508.96,C,RENT,Fully Paid
602.03,D,RENT,Fully Paid
248.89,A,RENT,Fully Paid
344,B,OWN,Fully Paid
200.5,B,RENT,Fully Paid
222.28,A,RENT,Fully Paid
351.38,C,RENT,Fully Paid
365.23,A,MORTGAGE,Fully Paid
287.19,C,MORTGAGE,Fully Paid
458.86,F,MORTGAGE,Charged Off
279.31,B,RENT,Fully Paid
551.91,C,MORTGAGE,Charged Off
242.97,C,RENT,Charged Off
245.63,A,OWN,Charged Off
639.87,E,RENT,Fully Paid
257.3,B,RENT,Fully Paid
469.36,A,RENT,Fully Paid
772.29,E,OWN,Charged Off
396.92,B,MORTGAGE,Fully Paid
37.55,A,MORTGAGE,Fully Paid
280,A,RENT,Fully Paid
276.06,C,RENT,Fully Paid
156.46,A,RENT,Fully Paid
356.82,C,MORTGAGE,Fully Paid
636.09,B,MORTGAGE,Fully Paid
179.99,D,RENT,Fully Paid
114.01,B,MORTGAGE,Fully Paid
497.83,D,RENT,Fully Paid
140.33,B,RENT,Fully Paid
501.23,B,RENT,Charged Off
304.36,A,MORTGAGE,Fully Paid
261.34,A,RENT,Charged Off
386.7,B,RENT,Fully Paid
606.54,E,MORTGAGE,Charged Off
533.23,E,OWN,Fully Paid
281.81,A,MORTGAGE,Fully Paid
117.05,C,RENT,Charged Off
343.89,A,OWN,Fully Paid
135.73,C,RENT,Fully Paid
503.18,B,RENT,Fully Paid
364.76,D,MORTGAGE,Fully Paid
469.36,A,OWN,Fully Paid
83.87,B,RENT,Fully Paid
279.07,A,RENT,Fully Paid
322.07,C,OWN,Charged Off
201.64,A,RENT,Fully Paid
307.04,A,RENT,Fully Paid
311.49,E,RENT,Fully Paid
514.86,E,RENT,Fully Paid
482.92,C,RENT,Fully Paid
1111.37,A,MORTGAGE,Fully Paid
122.55,D,RENT,Fully Paid
402.87,A,MORTGAGE,Fully Paid
44.46,A,MORTGAGE,Charged Off
790.73,D,MORTGAGE,Fully Paid
423.61,D,RENT,Fully Paid
285.78,A,RENT,Fully Paid
413.94,C,RENT,Fully Paid
441.28,E,RENT,Fully Paid
445.13,D,MORTGAGE,Fully Paid
60.88,A,RENT,Fully Paid
267.33,B,MORTGAGE,Fully Paid
334.16,B,RENT,Fully Paid
230.57,B,MORTGAGE,Fully Paid
187.75,A,MORTGAGE,Fully Paid
434.4,B,RENT,Fully Paid
601,B,MORTGAGE,Fully Paid
78.18,B,RENT,Charged Off
267.33,B,RENT,Fully Paid
674.24,E,MORTGAGE,Fully Paid
153.52,A,OWN,Charged Off
287.56,C,MORTGAGE,Fully Paid
503.32,D,MORTGAGE,Fully Paid
146.1,A,MORTGAGE,Fully Paid
966.75,B,RENT,Fully Paid
691.33,F,MORTGAGE,Fully Paid
301.31,B,OWN,Fully Paid
77.34,B,MORTGAGE,Charged Off
306.36,D,MORTGAGE,Fully Paid
101.8,C,MORTGAGE,Fully Paid
407.17,C,MORTGAGE,Fully Paid
359.43,D,RENT,Charged Off
339.31,C,RENT,Charged Off
710.77,D,MORTGAGE,Fully Paid
500.65,A,MORTGAGE,Fully Paid
569.96,D,RENT,Charged Off
620.9,C,RENT,Fully Paid
107.47,A,OWN,Fully Paid
431.37,B,OWN,Fully Paid
99.23,B,RENT,Charged Off
588.82,B,RENT,Fully Paid
293.17,C,MORTGAGE,Fully Paid
678.61,C,RENT,Fully Paid
153.56,D,RENT,Fully Paid
533.51,D,MORTGAGE,Fully Paid
87.01,B,RENT,Fully Paid
274.48,C,RENT,Fully Paid
205.86,C,OWN,Fully Paid
225.58,B,MORTGAGE,Fully Paid
219.04,A,RENT,Fully Paid
199.29,B,RENT,Fully Paid
544.17,D,RENT,Fully Paid
644.18,D,MORTGAGE,Fully Paid
484.63,C,RENT,Fully Paid
131.24,C,RENT,Fully Paid
304.36,A,RENT,Fully Paid
200.5,B,RENT,Fully Paid
82.35,C,MORTGAGE,Fully Paid
241.53,B,MORTGAGE,Fully Paid
451.15,B,OWN,Fully Paid
198.3,C,RENT,Fully Paid
423.46,B,MORTGAGE,Fully Paid
128.96,A,RENT,Charged Off
441.97,B,RENT,Fully Paid
193.58,F,RENT,Charged Off
449.58,C,RENT,Fully Paid
91.91,D,RENT,Charged Off
322.07,C,MORTGAGE,Charged Off
184.23,A,RENT,Fully Paid
281.62,A,RENT,Fully Paid
501.23,B,MORTGAGE,Fully Paid
344.95,C,MORTGAGE,Fully Paid
308.79,C,RENT,Fully Paid
177.94,B,RENT,Charged Off
365.23,A,RENT,Fully Paid
456.03,B,OWN,Charged Off
715.75,D,MORTGAGE,Charged Off
551.91,C,RENT,Charged Off
874.93,D,OWN,Fully Paid
367.57,B,RENT,Fully Paid
167.08,B,RENT,Fully Paid
460.1,C,RENT,Fully Paid
790.82,B,RENT,Fully Paid
306.36,D,RENT,Charged Off
373.33,A,MORTGAGE,Fully Paid
474.66,B,RENT,Fully Paid
133.67,B,MORTGAGE,Fully Paid
248.52,A,MORTGAGE,Fully Paid
195.44,B,RENT,Fully Paid
427.82,D,RENT,Charged Off
466.67,A,OWN,Fully Paid
92.82,B,MORTGAGE,Charged Off
456.54,A,MORTGAGE,Fully Paid
601.48,B,RENT,Fully Paid
478.15,D,RENT,Charged Off
690.15,C,MORTGAGE,Fully Paid
1095.16,A,MORTGAGE,Fully Paid
500.65,A,OWN,Fully Paid
102.98,E,RENT,Charged Off
217.78,A,MORTGAGE,Fully Paid
291.57,C,MORTGAGE,Fully Paid
271.14,B,RENT,Fully Paid
213.05,A,RENT,Fully Paid
339.31,C,RENT,Charged Off
56.49,D,RENT,Fully Paid
464.26,F,RENT,Fully Paid
265.18,B,MORTGAGE,Fully Paid
238.15,B,MORTGAGE,Fully Paid
411.71,C,RENT,Fully Paid
155.56,A,MORTGAGE,Fully Paid
613.09,B,MORTGAGE,Fully Paid
251.77,A,MORTGAGE,Fully Paid
200.5,B,OWN,Fully Paid
254.03,A,OWN,Fully Paid
644.5,B,MORTGAGE,Fully Paid
257.19,D,MORTGAGE,Fully Paid
120.3,B,RENT,Fully Paid
152.18,A,MORTGAGE,Fully Paid
264.61,B,MORTGAGE,Fully Paid
534.65,B,MORTGAGE,Fully Paid
973.64,F,MORTGAGE,Fully Paid
167.73,B,RENT,Charged Off
368.45,A,MORTGAGE,Fully Paid
87.12,A,RENT,Charged Off
402.54,B,RENT,Fully Paid
121.75,A,RENT,Charged Off
222.28,A,MORTGAGE,Fully Paid
182.42,B,MORTGAGE,Fully Paid
317.33,E,RENT,Charged Off
501.78,E,RENT,Fully Paid
153.52,A,MORTGAGE,Fully Paid
426.47,D,RENT,Fully Paid
773.44,B,MORTGAGE,Fully Paid
179.16,B,OWN,Fully Paid
206.4,A,MORTGAGE,Fully Paid
390.88,B,RENT,Fully Paid
375.49,A,RENT,Fully Paid
134.18,B,MORTGAGE,Charged Off
33.94,C,RENT,Fully Paid
835.39,B,MORTGAGE,Fully Paid
301.91,B,OWN,Fully Paid
298.4,C,RENT,Fully Paid
168.97,A,MORTGAGE,Fully Paid
357.88,D,RENT,Fully Paid
203.59,C,RENT,Charged Off
344.95,C,RENT,Fully Paid
90.48,C,RENT,Charged Off
322.25,B,MORTGAGE,Fully Paid
257.8,B,RENT,Charged Off
308.92,E,RENT,Fully Paid
407.17,C,OWN,Fully Paid
317.54,A,MORTGAGE,Fully Paid
210.83,C,MORTGAGE,Charged Off
294.95,C,MORTGAGE,Fully Paid
304.36,A,OWN,Fully Paid
349.98,D,RENT,Charged Off
167.73,B,RENT,Fully Paid
322.25,B,RENT,Fully Paid
331.48,B,MORTGAGE,Fully Paid
208.79,C,RENT,Fully Paid
170.54,A,RENT,Fully Paid
435.04,B,MORTGAGE,Fully Paid
468.17,C,RENT,Charged Off
67.38,B,RENT,Fully Paid
161.13,B,RENT,Fully Paid
214.93,A,MORTGAGE,Fully Paid
402.65,D,OWN,Fully Paid
115.66,A,OWN,Fully Paid
889.09,A,RENT,Fully Paid
358.98,C,MORTGAGE,Charged Off
205.86,C,RENT,Fully Paid
133.67,B,RENT,Fully Paid
539.14,D,OWN,Fully Paid
257.32,C,RENT,Fully Paid
365.23,A,RENT,Fully Paid
67.48,A,RENT,Fully Paid
680.28,F,RENT,Charged Off
238.15,B,RENT,Charged Off
335.45,B,MORTGAGE,Fully Paid
248.77,D,RENT,Fully Paid
456.03,B,RENT,Fully Paid
187.75,A,MORTGAGE,Fully Paid
250.33,A,OWN,Fully Paid
95.26,A,MORTGAGE,Fully Paid
497.09,B,RENT,Fully Paid
334.16,B,RENT,Fully Paid
171.55,C,MORTGAGE,Charged Off
193.35,B,MORTGAGE,Fully Paid
171.11,A,RENT,Charged Off
184.23,A,MORTGAGE,Fully Paid
334.16,B,RENT,Fully Paid
161.13,B,RENT,Fully Paid
132.31,B,RENT,Fully Paid
250.33,A,RENT,Fully Paid
132.59,B,MORTGAGE,Charged Off
365.23,A,OWN,Fully Paid
295.56,A,MORTGAGE,Fully Paid
365.18,C,RENT,Charged Off
362.78,D,RENT,Fully Paid
413.94,C,RENT,Fully Paid
255.3,D,RENT,Fully Paid
643.58,E,MORTGAGE,Fully Paid
184.43,C,RENT,Fully Paid
271.45,C,MORTGAGE,Fully Paid
34.8,C,OWN,Fully Paid
116.68,A,MORTGAGE,Fully Paid
625.81,A,RENT,Fully Paid
128.96,A,MORTGAGE,Fully Paid
106.53,A,MORTGAGE,Fully Paid
201.27,B,RENT,Charged Off
336.86,B,MORTGAGE,Fully Paid
799.84,E,MORTGAGE,Charged Off
430.78,C,OWN,Fully Paid
325.74,B,RENT,Fully Paid
206.4,A,MORTGAGE,Fully Paid
552.46,B,RENT,Fully Paid
345.08,C,RENT,Charged Off
544.04,D,RENT,Fully Paid
343.56,D,RENT,Charged Off
407.54,F,RENT,Fully Paid
254.2,B,RENT,Fully Paid
1142.94,E,MORTGAGE,Fully Paid
503.19,D,MORTGAGE,Fully Paid
293.16,B,RENT,Fully Paid
211.73,B,MORTGAGE,Fully Paid
553.49,B,MORTGAGE,Fully Paid
456.03,B,MORTGAGE,Fully Paid
564.87,B,MORTGAGE,Fully Paid
190.02,C,RENT,Fully Paid
339.31,C,RENT,Fully Paid
680.28,F,RENT,Fully Paid
162.87,B,RENT,Fully Paid
110.54,A,RENT,Charged Off
370.54,C,RENT,Fully Paid
165.58,C,RENT,Fully Paid
151.87,D,RENT,Fully Paid
300.39,A,RENT,Fully Paid
179.37,C,OWN,Fully Paid
342.22,A,RENT,Fully Paid
819.3,C,MORTGAGE,Fully Paid
334.8,A,MORTGAGE,Fully Paid
442.15,B,OWN,Charged Off
382.95,D,RENT,Fully Paid
284.3,B,RENT,Charged Off
319.08,C,RENT,Fully Paid
190.52,A,RENT,Fully Paid
224.96,C,MORTGAGE,Fully Paid
153.52,A,MORTGAGE,Fully Paid
109.52,A,RENT,Fully Paid
230.28,A,RENT,Fully Paid
127.97,D,RENT,Fully Paid
124.45,A,RENT,Charged Off
433.07,C,RENT,Fully Paid
172.1,A,OWN,Fully Paid
834.5,E,MORTGAGE,Fully Paid
587.47,B,RENT,Charged Off
396.92,B,RENT,Fully Paid
97.77,C,RENT,Fully Paid
201.27,B,MORTGAGE,Fully Paid
586.32,B,RENT,Fully Paid
494.59,D,MORTGAGE,Fully Paid
114.73,D,RENT,Fully Paid
506.11,C,MORTGAGE,Fully Paid
187.27,C,MORTGAGE,Fully Paid
316.23,D,RENT,Fully Paid
289.09,B,MORTGAGE,Fully Paid
485.94,C,MORTGAGE,Fully Paid
499.96,D,MORTGAGE,Fully Paid
595.29,B,MORTGAGE,Fully Paid
608.21,E,RENT,Charged Off
449.15,B,MORTGAGE,Fully Paid
323.53,B,MORTGAGE,Fully Paid
463.38,E,MORTGAGE,Fully Paid
386.7,B,MORTGAGE,Fully Paid
182.62,A,MORTGAGE,Fully Paid
233.34,A,MORTGAGE,Fully Paid
334.16,B,RENT,Fully Paid
1111.37,A,MORTGAGE,Fully Paid
365.23,A,MORTGAGE,Fully Paid
400.23,A,OWN,Fully Paid
40.72,C,MORTGAGE,Fully Paid
169.66,C,RENT,Fully Paid
